type,term,event.time,estimate,std.error,conf.low,conf.high,point.conf.low,point.conf.high
dynamic,ATT(-6),-6,-0.04085602913107081,0.022011423936733575,-0.09697984772172338,0.015267789459581765,-0.08399762729551147,0.002285569033369843
dynamic,ATT(-5),-5,0.002883918679403897,0.018885073500821675,-0.04526846084305157,0.051036298201859356,-0.03413014522759833,0.03989798258640613
dynamic,ATT(-4),-4,0.011896718221627058,0.016984144034781226,-0.03140874995096176,0.055202186394215876,-0.021391592394784935,0.04518502883803905
dynamic,ATT(-3),-3,-0.007343566443670502,0.012538023499635797,-0.0393125003209816,0.024625367433640594,-0.03191764094027351,0.0172305080529325
dynamic,ATT(-2),-2,0.003680410225357619,0.01631039864615366,-0.03790716981440041,0.045267990265115646,-0.0282873836945944,0.035648204145309635
dynamic,ATT(-1),-1,-0.014919533619316607,0.01645592067284587,-0.05687815970545912,0.02703909246682591,-0.04717254547054264,0.017333478231909425
dynamic,ATT(0),0,0.028400383875325074,0.019650653331103395,-0.021704039441974948,0.07850480719262509,-0.010114188926319611,0.06691495667696976
dynamic,ATT(1),1,0.03749481406908874,0.029868021832743764,-0.038661432969753225,0.11365106110793072,-0.021045433012545037,0.09603506115072252
dynamic,ATT(2),2,0.008436026246593847,0.0394785539938672,-0.09222475830517043,0.10909681079835812,-0.06894051774310576,0.08581257023629345
dynamic,ATT(3),3,0.09624646295572013,0.19189733245642648,-0.3930454204667415,0.5855383463781818,-0.27986539738818483,0.4723583232996251
