type,term,event.time,estimate,std.error,conf.low,conf.high,point.conf.low,point.conf.high
dynamic,ATT(-11),-11,-0.009785223631076579,0.009029420356579297,-0.032214946420666364,0.012644499158513206,-0.02748256233124481,0.007912115069091653
dynamic,ATT(-10),-10,0.013922494296765679,0.01407499065019002,-0.021040784195390957,0.04888577278892231,-0.013663980460344755,0.04150896905387611
dynamic,ATT(-9),-9,-9.203405542504528e-4,0.008955407367367359,-0.02316620981113334,0.021325528702632435,-0.018472616461175134,0.016631935352674227
dynamic,ATT(-8),-8,-0.011806065288458028,0.006752021265603606,-0.028578566653570885,0.004966436076654828,-0.025039783791889647,0.001427653214973592
dynamic,ATT(-7),-7,-0.005629351107003653,0.009255622445178273,-0.02862097598347594,0.017362273769468632,-0.023770037754053615,0.012511335540046308
dynamic,ATT(-6),-6,-0.0021368846918977027,0.011609548210887988,-0.03097582869928968,0.02670205931549427,-0.024891181062019575,0.020617411678224166
dynamic,ATT(-5),-5,0.020000809635775413,0.010652467041643306,-0.006460676631745949,0.04646229590329677,-8.776421123453983e-4,0.04087926138389622
dynamic,ATT(-4),-4,-0.007093999181519143,0.006522405935935298,-0.023296119726012907,0.00910812136297462,-0.019877679908502588,0.005689681545464302
dynamic,ATT(-3),-3,-0.014421824150566207,0.006383541677330879,-0.030278995993717306,0.001435347692584894,-0.026933335931945135,-0.0019103123691872788
dynamic,ATT(-2),-2,-0.0024267125288814657,0.009897438280076807,-0.02701265361727468,0.022159228559511752,-0.021825335097040058,0.01697191003927713
dynamic,ATT(-1),-1,0.015487876186683413,0.009159128337931647,-0.007264050459902641,0.03823980283326947,-0.002463685485442818,0.033439437858809644
dynamic,ATT(0),0,-0.007048318319893223,0.008951208406765273,-0.0292837570598005,0.015187120420014055,-0.024592364415265314,0.010495727775478867
dynamic,ATT(1),1,0.0018671742512383826,0.013502367216158167,-0.03167366687717332,0.03540801537965009,-0.02459697919846597,0.028331327700942738
dynamic,ATT(2),2,4.90269589549915e-4,0.025109985040232596,-0.06188472032802325,0.06286525950712309,-0.0487243967416455,0.04970493592074533
dynamic,ATT(3),3,0.01141075277583767,0.02962673428509643,-0.062184163723021046,0.08500566927469638,-0.04665657940248935,0.06947808495416469
dynamic,ATT(4),4,0.04308755310014138,0.02172049191609396,-0.010867694666845756,0.09704280086712852,5.161712181038433e-4,0.08565893498217891
dynamic,ATT(5),5,0.0346280191049901,0.02968741936662997,-0.03911764345535517,0.10837368166533537,-0.02355825364754153,0.09281429185752174
