type,term,event.time,estimate,std.error,conf.low,conf.high,point.conf.low,point.conf.high
dynamic,ATT(-11),-11,0.009890451719187256,0.012037216122045022,-0.01810755208008227,0.03788845551845678,-0.013702058354145875,0.03348296179252039
dynamic,ATT(-10),-10,0.009736432566796467,0.01270152928150179,-0.019806732686234136,0.03927959781982707,-0.015158107373527945,0.03463097250712088
dynamic,ATT(-9),-9,-6.097798503915054e-7,0.008293440360828231,-0.01929076560801004,0.019289546048309257,-0.01625545419500459,0.01625423463530381
dynamic,ATT(-8),-8,-0.01330181305323827,0.01134463710029638,-0.03968891032016596,0.013085284213689416,-0.03553689318749609,0.008933267081019543
dynamic,ATT(-7),-7,0.005502014275110546,0.0072496235920313625,-0.011360272387769803,0.022364300937990893,-0.00870698686674282,0.01971101541696391
dynamic,ATT(-6),-6,-0.009624664419174363,0.006953928918007328,-0.02579917904881966,0.006549850210470932,-0.023254114649520312,0.004004785811171583
dynamic,ATT(-5),-5,0.012632582615306082,0.009432085852045656,-0.00930600956772982,0.034571174798341986,-0.005853965953793188,0.031119131184405353
dynamic,ATT(-4),-4,0.004030217527451279,0.006919359951521101,-0.01206389129696421,0.02012432635186677,-0.009531478773598893,0.01759191382850145
dynamic,ATT(-3),-3,-0.005068938308858864,0.006888923967336606,-0.02109225445229296,0.010954377834575233,-0.01857098117707339,0.008433104559355665
dynamic,ATT(-2),-2,-0.0030913951660155085,0.007477713670258482,-0.020484208722492382,0.014301418390461366,-0.01774744464642495,0.011564654314393933
dynamic,ATT(-1),-1,-0.0025936503651232926,0.005088405052920681,-0.014429043412771908,0.009241742682525323,-0.012566741007599452,0.007379440277352867
dynamic,ATT(0),0,0.007032430942862961,0.009175540563585006,-0.014309448853506438,0.02837431073923236,-0.010951298100449997,0.02501615998617592
dynamic,ATT(1),1,0.005520860132953675,0.013022683227714575,-0.024769294234092132,0.03581101449999948,-0.02000312997544071,0.03104485024134806
dynamic,ATT(2),2,0.016785743156418818,0.014445157424901364,-0.016813019909964057,0.05038450622280169,-0.011526245147399201,0.04509773146023684
dynamic,ATT(3),3,0.00698110677605424,0.013409673057497244,-0.02420916790242227,0.03817138145453075,-0.01930136946109746,0.03326358301320594
dynamic,ATT(4),4,0.01841983538805346,0.017603410492525996,-0.022524877147863942,0.05936454792397086,-0.016082215182371976,0.052921885958478895
dynamic,ATT(5),5,0.014911834475968744,0.0185812623531704,-0.02830731592264557,0.058130984874583055,-0.02150677052353521,0.051330439475472694
dynamic,ATT(6),6,0.004659759112396943,0.004169055599581398,-0.005037269945897912,0.014356788170691796,-0.003511439712327637,0.012830957937121523
