type,term,event.time,estimate,std.error,conf.low,conf.high,point.conf.low,point.conf.high
dynamic,ATT(-11),-11,0.00951550788832324,0.012407676752501406,-0.022493650659330136,0.04152466643597662,-0.014803091678394407,0.03383410745504089
dynamic,ATT(-10),-10,-0.011417519577184237,0.013043785915702457,-0.045067704036832995,0.022232664882464517,-0.036982870194011856,0.014147831039643384
dynamic,ATT(-9),-9,7.450028709721663e-4,0.005031401970068402,-0.012234940642178022,0.013724946384122354,-0.009116363782105775,0.010606369524050106
dynamic,ATT(-8),-8,-0.010998867446235083,0.012165625664107177,-0.042383585833204784,0.020385850940734623,-0.03484305559728132,0.012845320704811154
dynamic,ATT(-7),-7,0.00898075770446325,0.01065132920306856,-0.018497398924297886,0.03645891433322439,-0.011895463921030837,0.029856979329957338
dynamic,ATT(-6),-6,-0.0070606354205280325,0.010083004100532032,-0.033072634550462034,0.01895136370940597,-0.026822960313540492,0.012701689472484429
dynamic,ATT(-5),-5,0.015436499010676293,0.010306974898229468,-0.011153296987804942,0.04202629500915753,-0.004764800579411848,0.035637798600764437
dynamic,ATT(-4),-4,-9.316964514718429e-4,0.00884538114200038,-0.023750892424773882,0.0218874995218302,-0.018268324919322357,0.016404932016378673
dynamic,ATT(-3),-3,-0.0012741227956782784,0.010550577094282147,-0.02849236048163616,0.0259441148902796,-0.021952873916584535,0.019404628325227977
dynamic,ATT(-2),-2,-0.014123303151727027,0.010870154111507114,-0.042165981352745706,0.013919375049291652,-0.035428413716680957,0.0071818074132269025
dynamic,ATT(-1),-1,0.0010351433638249685,0.008729582057933862,-0.02148531568108224,0.02355560240873218,-0.016074523069812444,0.018144809797462382
dynamic,ATT(0),0,-0.005158357890935062,0.009542020896287088,-0.029774735785588015,0.019458020003717887,-0.02386037518738636,0.013543659405516233
dynamic,ATT(1),1,-0.005692834324870726,0.013792702582254722,-0.04127506398498932,0.029889395335247867,-0.032726034635562576,0.021340365985821126
dynamic,ATT(2),2,8.770037903988371e-4,0.014244957791303126,-0.03587194780962797,0.037625955390425646,-0.02704260044184852,0.028796608022646195
dynamic,ATT(3),3,-0.013157270150776983,0.01960632087864184,-0.06373739454143633,0.037422854239882355,-0.051584952942250684,0.02527041264069672
dynamic,ATT(4),4,0.0033484172873241252,0.03199728696134119,-0.07919775568851928,0.08589459026316754,-0.05936511275989765,0.0660619473345459
dynamic,ATT(5),5,-0.028977717660465887,0.020738514657523584,-0.08247866042009075,0.024523225099158972,-0.06962445948206812,0.011669024161136344
dynamic,ATT(6),6,-0.06087149530150414,0.025759331655872433,-0.12732507460579895,0.0055820840027906715,-0.1113588576128366,-0.010384132990171671
