type,term,event.time,estimate,std.error,conf.low,conf.high,point.conf.low,point.conf.high
dynamic,ATT(-6),-6,-0.010882001942725874,0.022674898170586228,-0.068382729808248,0.04661872592279625,-0.055323985710188026,0.03355998182473628
dynamic,ATT(-5),-5,0.02272397891018975,0.016874985007751867,-0.02006888892831748,0.06551684674869698,-0.010350383944657267,0.055798341765036764
dynamic,ATT(-4),-4,2.7541689447628135e-4,0.016014176632369682,-0.04033454772811174,0.0408853815170643,-0.031111792547031215,0.031662626335983775
dynamic,ATT(-3),-3,-0.011916515878344209,0.011407840010321654,-0.04084538246164943,0.017012350704961005,-0.03427547143996969,0.010442439683281266
dynamic,ATT(-2),-2,0.0023353508186708333,0.012455204216638168,-0.02924950141671625,0.033920203054057914,-0.02207640086603139,0.026747102503373053
dynamic,ATT(-1),-1,4.316122861558703e-4,0.01941770076659723,-0.04880926717246095,0.04967249174477269,-0.03762638187895049,0.038489606451262225
dynamic,ATT(0),0,-0.009998265619308918,0.015399414709100875,-0.04904927029482121,0.029052739056203376,-0.04018056383214298,0.020184032593525143
dynamic,ATT(1),1,0.01693799392403413,0.04554598568526582,-0.0985609736370505,0.13243696148511877,-0.07233049765946371,0.10620648550753196
dynamic,ATT(2),2,0.005607541622488276,0.06617575042729414,-0.16220594922496245,0.173421032469939,-0.1240945458649193,0.13530962910989586
dynamic,ATT(3),3,0.07334050855228925,0.18720545007410444,-0.40138928113281996,0.5480702982373985,-0.2935754313025666,0.44025644840714506
