type,term,event.time,estimate,std.error,conf.low,conf.high,point.conf.low,point.conf.high
dynamic,ATT(-11),-11,0.0017813244943507603,0.020798155255796574,-0.05222569182988205,0.055788340818583575,-0.03898231075188295,0.042544959740584476
dynamic,ATT(-10),-10,-0.011043936802570094,0.015233038435401223,-0.05059989478682886,0.028512021181688666,-0.04090014351107086,0.01881226990593067
dynamic,ATT(-9),-9,0.004048616595007192,0.006810884055331821,-0.0136373522726521,0.021734585462666482,-0.009300470856321283,0.017397704046335668
dynamic,ATT(-8),-8,-0.018421762896320363,0.01674707704998907,-0.061909257460044526,0.025065731667403796,-0.05124543076061623,0.014401904967975502
dynamic,ATT(-7),-7,0.01703790307226087,0.013617610018730072,-0.018323237256452553,0.052399043400974295,-0.009652122119961873,0.043727928264483615
dynamic,ATT(-6),-6,-0.010787247380141786,0.011805925651250198,-0.041443948011898275,0.019869453251614703,-0.03392643646074975,0.01235194170046618
dynamic,ATT(-5),-5,0.02314429364535696,0.01278301859957337,-0.010049645225145488,0.056338232515859406,-0.0019099624235124797,0.048198549714226394
dynamic,ATT(-4),-4,-0.004889838268312325,0.009795969115005989,-0.030327241605243332,0.020547565068618684,-0.024089584927390766,0.014309908390766117
dynamic,ATT(-3),-3,6.711744551953173e-4,0.013757953850939706,-0.035054399716035876,0.03639674862642651,-0.026293919593610646,0.027636268504001277
dynamic,ATT(-2),-2,-0.021817207002711277,0.013725748682318658,-0.05745915332108485,0.013824739315662301,-0.048719180080903944,0.0050847660754813895
dynamic,ATT(-1),-1,0.0020322547394608878,0.01234395327927152,-0.030021553786340065,0.03408606326526184,-0.02216144911475638,0.02622595859367816
dynamic,ATT(0),0,-0.005621455849605635,0.012655225303615479,-0.03848355112455642,0.027240639425345152,-0.03042524166093194,0.019182329961720666
dynamic,ATT(1),1,-0.007034835802235345,0.018449997864671105,-0.054944341410029185,0.0408746698055585,-0.0431961671318316,0.029126495527360914
dynamic,ATT(2),2,-3.833361317033845e-5,0.020269861654887745,-0.05267351860056769,0.05259685137422702,-0.039766532428359765,0.039689865202019094
dynamic,ATT(3),3,-0.01715029872660428,0.026246223624479315,-0.08530443116302115,0.05100383370981258,-0.06859195176076804,0.03429135430755949
dynamic,ATT(4),4,0.007529456039091107,0.04114483518329859,-0.09931222093045454,0.11437113300863676,-0.07311293907001058,0.0881718511481928
dynamic,ATT(5),5,-0.03652478033354467,0.031344911579032166,-0.11791878525898718,0.044869224591897836,-0.09795967812704022,0.02491011745995088
dynamic,ATT(6),6,-0.08019372384190748,0.035189745277653964,-0.17157169098763175,0.011184243303816802,-0.14916435721124768,-0.011223090472567282
